firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,opp_killsat10,opp_assistsat10,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,opp_killsat15,opp_assistsat15,side
1,1,1,1,1,0,1,5,7,-2.57,-6.7,-12,2,2,2,3,9.29,-11.46,-15,3,2,3,6,1
1,1,0,1,1,1,1,10,5,5.39,1.4,22,1,1,1,1,35.06,24.41,60,4,3,2,3,0
0,0,1,0,0,0,0,5,10,-5.39,-1.4,-22,1,1,1,1,-35.06,-24.41,-60,2,3,4,3,1
0,0,0,1,0,1,1,6,5,-7.02,-0.82,-35,5,7,3,3,-41.38,-14.84,-29,6,10,11,17,0
1,1,1,0,1,0,0,5,6,7.02,0.82,35,3,3,5,7,41.38,14.84,29,11,17,6,10,1
1,0,0,1,0,1,0,3,2,6.71,6.06,7,1,2,0,0,25.14,23.46,18,8,19,3,9,0
0,1,1,0,1,0,1,2,3,-6.71,-6.06,-7,0,0,1,2,-25.14,-23.46,-18,3,9,8,19,1
1,0,0,0,0,0,0,1,9,-27.18,-25.38,-11,2,2,6,10,-86.01,-55.78,-24,3,3,14,23,0
0,1,1,1,1,1,1,9,1,27.18,25.38,11,6,10,2,2,86.01,55.78,24,14,23,3,3,1
0,0,0,0,0,0,0,3,6,-13.91,2,11,1,1,4,4,-43.12,-19.1,-16,1,1,7,6,0
1,1,1,1,1,1,1,6,3,13.91,-2,-11,4,4,1,1,43.12,19.1,16,7,6,1,1,1
1,0,1,0,0,0,0,4,3,3.84,-9.17,-2,0,0,0,0,-11.17,-10.97,3,1,3,4,11,0
0,1,0,1,1,1,1,3,4,-3.84,9.17,2,0,0,0,0,11.17,10.97,-3,4,11,1,3,1
1,1,1,1,1,1,1,6,2,6.15,6.26,5,2,6,2,5,19.28,4.12,-6,5,12,3,8,0
0,0,0,0,0,0,0,2,6,-6.15,-6.26,-5,2,5,2,6,-19.28,-4.12,6,3,8,5,12,1
0,0,1,0,0,0,0,5,7,-10.24,8.44,16,1,2,3,3,-18.61,-7.86,-6,2,4,4,4,0
1,1,0,1,1,1,1,7,5,10.24,-8.44,-16,3,3,1,2,18.61,7.86,6,4,4,2,4,1
0,0,1,0,1,0,0,5,4,-20.65,-14.14,-14,1,2,4,8,-18.03,-22.21,-18,1,2,5,10,0
1,1,0,1,0,1,1,4,5,20.65,14.14,14,4,8,1,2,18.03,22.21,18,5,10,1,2,1
0,0,1,0,1,1,1,5,1,-2.84,-1.38,1,0,0,1,1,21.81,1.87,-11,2,5,1,1,0
1,1,0,1,0,0,0,1,5,2.84,1.38,-1,1,1,0,0,-21.81,-1.87,11,1,1,2,5,1
0,1,0,0,0,0,0,4,7,-23.4,-4.42,-15,0,0,4,9,-36.45,-3.26,-20,1,1,6,13,0
1,0,1,1,1,1,1,7,4,23.4,4.42,15,4,9,0,0,36.45,3.26,20,6,13,1,1,1
0,1,1,1,1,1,1,7,3,-0.55,4.44,0,2,1,2,4,4.85,-3.36,12,3,3,4,6,0
1,0,0,0,0,0,0,3,7,0.55,-4.44,0,2,4,2,1,-4.85,3.36,-12,4,6,3,3,1
1,1,1,1,1,1,1,5,6,4.38,-4.71,-13,3,5,2,4,12.27,-0.71,-1,5,9,3,6,0
0,0,0,0,0,0,0,6,5,-4.38,4.71,13,2,4,3,5,-12.27,0.71,1,3,6,5,9,1
0,0,1,1,1,1,1,9,3,-5.37,1.19,-17,0,0,1,2,12.32,0.35,2,0,0,2,5,0
1,1,0,0,0,0,0,3,9,5.37,-1.19,17,1,2,0,0,-12.32,-0.35,-2,2,5,0,0,1
0,0,1,0,1,1,1,2,3,-5.21,4.82,2,2,2,2,4,3.59,5.65,2,2,2,2,4,0
1,1,0,1,0,0,0,3,2,5.21,-4.82,-2,2,4,2,2,-3.59,-5.65,-2,2,4,2,2,1
1,1,0,1,1,1,0,4,2,3.06,-0.8,1,3,7,1,1,19.64,8.97,20,6,14,2,2,0
0,0,1,0,0,0,1,2,4,-3.06,0.8,-1,1,1,3,7,-19.64,-8.97,-20,2,2,6,14,1
1,1,1,0,0,1,0,5,4,14.12,-1.44,-8,4,4,1,1,4.32,-12.92,-10,4,4,3,6,0
0,0,0,1,1,0,1,4,5,-14.12,1.44,8,1,1,4,4,-4.32,12.92,10,3,6,4,4,1
0,0,1,0,0,0,0,2,4,-9.64,-7.97,-39,0,0,0,0,-21.43,-12.05,-43,0,0,1,1,0
1,1,0,1,1,1,1,4,2,9.64,7.97,39,0,0,0,0,21.43,12.05,43,1,1,0,0,1
1,1,1,1,1,1,1,2,1,3.92,0.15,-7,1,0,0,0,2.21,-7.21,-16,1,0,1,2,0
0,0,0,0,0,0,0,1,2,-3.92,-0.15,7,0,0,1,0,-2.21,7.21,16,1,2,1,0,1
0,1,1,1,1,1,1,2,2,-1.75,4.63,9,2,5,3,7,-1.84,-3.14,-15,3,7,3,7,0
1,0,0,0,0,0,0,2,2,1.75,-4.63,-9,3,7,2,5,1.84,3.14,15,3,7,3,7,1
0,0,1,0,0,0,0,5,3,-7.89,-7.04,5,0,0,2,2,12.91,-0.84,16,1,1,2,2,0
1,1,0,1,1,1,1,3,5,7.89,7.04,-5,2,2,0,0,-12.91,0.84,-16,2,2,1,1,1
0,1,0,1,0,1,1,3,6,-8.56,0.06,15,0,0,1,2,2.67,17.39,17,7,11,4,10,0
1,0,1,0,1,0,0,6,3,8.56,-0.06,-15,1,2,0,0,-2.67,-17.39,-17,4,10,7,11,1
0,1,0,0,1,1,1,3,3,-6.63,2.43,1,0,0,1,2,1.72,15.08,17,2,4,2,5,0
1,0,1,1,0,0,0,3,3,6.63,-2.43,-1,1,2,0,0,-1.72,-15.08,-17,2,5,2,4,1
0,0,1,0,1,1,0,3,2,-3.92,3.07,13,0,0,2,2,-6.98,-16.78,-24,1,1,3,3,0
1,1,0,1,0,0,1,2,3,3.92,-3.07,-13,2,2,0,0,6.98,16.78,24,3,3,1,1,1
1,0,1,1,0,1,0,3,3,1,4,9,1,2,1,1,13.3,10.71,3,5,12,2,2,0
0,1,0,0,1,0,1,3,3,-1,-4,-9,1,1,1,2,-13.3,-10.71,-3,2,2,5,12,1
0,1,0,0,0,0,0,2,9,-9.31,-2.42,-3,4,3,5,8,-28.01,-20.18,-23,4,3,6,10,0
1,0,1,1,1,1,1,9,2,9.31,2.42,3,5,8,4,3,28.01,20.18,23,6,10,4,3,1
1,1,1,1,1,1,1,7,1,15.7,7.98,2,2,4,1,3,23.58,8.51,-4,3,4,2,5,0
0,0,0,0,0,0,0,1,7,-15.7,-7.98,-2,1,3,2,4,-23.58,-8.51,4,2,5,3,4,1
0,0,0,0,0,1,0,1,7,-40.64,-23.19,-66,3,9,8,20,-76.97,-42.24,-93,3,9,13,28,0
1,1,1,1,1,0,1,7,1,40.64,23.19,66,8,20,3,9,76.97,42.24,93,13,28,3,9,1
0,1,1,1,1,1,1,7,2,12.95,-1.8,-6,4,7,2,3,1.35,-12.36,-1,5,10,7,17,0
1,0,0,0,0,0,0,2,7,-12.95,1.8,6,2,3,4,7,-1.35,12.36,1,7,17,5,10,1
0,1,0,1,0,1,1,1,3,-25.26,-3.9,12,2,1,7,15,-25.19,-0.92,12,4,7,8,17,0
1,0,1,0,1,0,0,3,1,25.26,3.9,-12,7,15,2,1,25.19,0.92,-12,8,17,4,7,1
1,0,1,0,1,0,1,5,1,31.99,13.96,28,4,8,0,0,48.83,7.91,35,5,10,1,1,0
0,1,0,1,0,1,0,1,5,-31.99,-13.96,-28,0,0,4,8,-48.83,-7.91,-35,1,1,5,10,1
0,1,0,0,0,1,1,1,8,-24.44,-9.94,-8,0,0,1,1,-8.58,18.76,29,4,10,1,1,0
1,0,1,1,1,0,0,8,1,24.44,9.94,8,1,1,0,0,8.58,-18.76,-29,1,1,4,10,1
1,0,1,1,0,0,0,4,4,-3.71,-7.61,3,2,6,3,6,-15.55,-19.16,5,3,10,7,16,0
0,1,0,0,1,1,1,4,4,3.71,7.61,-3,3,6,2,6,15.55,19.16,-5,7,16,3,10,1
0,1,1,0,0,1,0,7,8,-17.67,-12.8,-16,0,0,3,6,-21.4,-22.32,-43,0,0,3,6,0
1,0,0,1,1,0,1,8,7,17.67,12.8,16,3,6,0,0,21.4,22.32,43,3,6,0,0,1
1,1,1,1,1,1,1,4,4,5.71,2.3,7,1,2,1,0,4.98,-17.98,-9,2,4,3,2,0
0,0,0,0,0,0,0,4,4,-5.71,-2.3,-7,1,0,1,2,-4.98,17.98,9,3,2,2,4,1
1,1,0,0,1,1,1,8,6,17.58,10.92,43,2,6,2,3,12.07,-4.39,31,3,8,5,9,0
0,0,1,1,0,0,0,6,8,-17.58,-10.92,-43,2,3,2,6,-12.07,4.39,-31,5,9,3,8,1
0,0,1,1,1,1,1,8,2,-3.51,8.34,5,2,2,3,6,-5.81,-21.47,-35,4,7,6,11,0
1,1,0,0,0,0,0,2,8,3.51,-8.34,-5,3,6,2,2,5.81,21.47,35,6,11,4,7,1
0,0,1,1,1,0,0,4,5,-9.38,-21.91,-11,0,0,4,7,-22.04,-23.33,-41,0,0,4,7,0
1,1,0,0,0,1,1,5,4,9.38,21.91,11,4,7,0,0,22.04,23.33,41,4,7,0,0,1
0,1,0,1,0,1,1,4,4,-4.17,-7.83,-1,2,3,3,1,12.37,27.72,46,6,11,5,4,0
1,0,1,0,1,0,0,4,4,4.17,7.83,1,3,1,2,3,-12.37,-27.72,-46,5,4,6,11,1
0,0,1,0,1,1,1,5,3,-14.1,-6.25,-49,1,1,2,4,8.29,6.37,-65,4,6,3,6,0
1,1,0,1,0,0,0,3,5,14.1,6.25,49,2,4,1,1,-8.29,-6.37,65,3,6,4,6,1
1,1,1,0,1,1,1,7,0,25.81,6.88,14,4,6,2,4,37.61,7.7,23,7,11,5,9,0
0,0,0,1,0,0,0,0,7,-25.81,-6.88,-14,2,4,4,6,-37.61,-7.7,-23,5,9,7,11,1
0,0,1,1,1,1,1,5,6,2.71,-5.28,-21,4,5,2,1,17.96,-6.56,-16,6,10,4,5,0
1,1,0,0,0,0,0,6,5,-2.71,5.28,21,2,1,4,5,-17.96,6.56,16,4,5,6,10,1
1,1,0,0,0,0,0,6,5,9.03,4.73,11,1,1,0,0,-26.56,-20.31,11,3,6,8,20,0
0,0,1,1,1,1,1,5,6,-9.03,-4.73,-11,0,0,1,1,26.56,20.31,-11,8,20,3,6,1
0,1,0,0,0,0,0,2,6,-26.34,-10.27,-32,1,2,5,6,-54.38,-12.86,-31,2,3,9,14,0
1,0,1,1,1,1,1,6,2,26.34,10.27,32,5,6,1,2,54.38,12.86,31,9,14,2,3,1
1,1,1,1,1,1,1,12,2,26.23,17.1,29,4,10,0,0,57.23,19.39,49,4,10,0,0,0
0,0,0,0,0,0,0,2,12,-26.23,-17.1,-29,0,0,4,10,-57.23,-19.39,-49,0,0,4,10,1
1,1,0,1,0,1,1,2,5,3.05,3.87,5,2,3,2,1,-9.84,12.53,2,3,4,3,2,0
0,0,1,0,1,0,0,5,2,-3.05,-3.87,-5,2,1,2,3,9.84,-12.53,-2,3,2,3,4,1
0,0,0,0,0,0,0,4,7,-18.22,-10.95,-15,2,3,6,8,-27.7,-17.73,-41,4,8,9,13,0
1,1,1,1,1,1,1,7,4,18.22,10.95,15,6,8,2,3,27.7,17.73,41,9,13,4,8,1
0,0,0,0,0,1,1,4,5,-6.1,3.99,-17,6,6,5,6,-2.11,3.3,-26,6,6,5,6,0
1,1,1,1,1,0,0,5,4,6.1,-3.99,17,5,6,6,6,2.11,-3.3,26,5,6,6,6,1
0,1,0,0,0,1,0,6,5,-18.28,-7.84,-19,1,1,3,3,-50.28,-34.51,-37,4,6,11,24,0
1,0,1,1,1,0,1,5,6,18.28,7.84,19,3,3,1,1,50.28,34.51,37,11,24,4,6,1
1,1,1,1,1,1,1,5,3,4.18,-2.15,0,2,3,1,1,22.52,10.79,9,7,16,3,3,0
0,0,0,0,0,0,0,3,5,-4.18,2.15,0,1,1,2,3,-22.52,-10.79,-9,3,3,7,16,1
1,0,1,0,0,0,0,5,3,9.05,12.12,0,2,2,2,4,7.27,-8.64,-20,5,9,6,11,0
0,1,0,1,1,1,1,3,5,-9.05,-12.12,0,2,4,2,2,-7.27,8.64,20,6,11,5,9,1
0,0,1,1,1,1,1,5,1,14.98,6.58,6,4,9,1,2,37.26,12.98,10,6,11,1,2,0
1,1,0,0,0,0,0,1,5,-14.98,-6.58,-6,1,2,4,9,-37.26,-12.98,-10,1,2,6,11,1
0,0,0,0,0,1,1,7,9,8.02,1.38,12,2,5,1,1,-5.06,-7.99,15,2,5,2,2,0
1,1,1,1,1,0,0,9,7,-8.02,-1.38,-12,1,1,2,5,5.06,7.99,-15,2,2,2,5,1
1,0,1,1,1,1,1,8,3,7.46,8.79,17,3,4,4,6,19.92,-5.01,22,4,5,6,9,0
0,1,0,0,0,0,0,3,8,-7.46,-8.79,-17,4,6,3,4,-19.92,5.01,-22,6,9,4,5,1
0,0,1,1,1,1,1,7,2,9.42,7.69,12,0,0,0,0,20.45,-1.26,-7,3,4,4,7,0
1,1,0,0,0,0,0,2,7,-9.42,-7.69,-12,0,0,0,0,-20.45,1.26,7,4,7,3,4,1
1,0,0,0,0,0,0,4,11,-32.14,-39.61,-18,4,7,8,11,-48.57,-41.4,-44,7,12,9,12,0
0,1,1,1,1,1,1,11,4,32.14,39.61,18,8,11,4,7,48.57,41.4,44,9,12,7,12,1
0,0,1,1,0,1,1,4,4,-3.93,4.9,-3,3,4,4,6,-5.81,0.62,-24,7,11,6,10,0
1,1,0,0,1,0,0,4,4,3.93,-4.9,3,4,6,3,4,5.81,-0.62,24,6,10,7,11,1
1,0,1,0,0,0,0,4,7,-3.47,-6.19,-28,4,8,4,5,-39.22,-45.04,-57,5,11,11,26,0
0,1,0,1,1,1,1,7,4,3.47,6.19,28,4,5,4,8,39.22,45.04,57,11,26,5,11,1
0,1,1,0,1,0,0,2,4,-11.55,6.56,-11,0,0,2,1,-19.58,-8.4,-29,1,3,3,2,0
1,0,0,1,0,1,1,4,2,11.55,-6.56,11,2,1,0,0,19.58,8.4,29,3,2,1,3,1
1,1,1,0,1,1,1,6,1,28.09,12.17,29,6,5,2,2,48.09,27.21,66,6,5,3,3,0
0,0,0,0,0,0,0,1,6,-28.09,-12.17,-29,2,2,6,5,-48.09,-27.21,-66,3,3,6,5,1
0,0,0,0,0,0,0,4,7,-11.14,-10.21,-24,3,3,3,4,-4.11,6.55,4,5,7,4,6,0
1,1,1,1,1,1,1,7,4,11.14,10.21,24,3,4,3,3,4.11,-6.55,-4,4,6,5,7,1
1,0,1,1,1,0,1,8,4,14.48,3.63,-19,3,4,0,0,25.33,-3.11,-43,3,4,0,0,0
0,1,0,0,0,1,0,4,8,-14.48,-3.63,19,0,0,3,4,-25.33,3.11,43,0,0,3,4,1
1,0,0,0,1,0,0,1,5,-3.4,-5.95,-11,3,7,3,6,0.28,-0.84,10,5,10,6,9,0
0,1,1,1,0,1,1,5,1,3.4,5.95,11,3,6,3,7,-0.28,0.84,-10,6,9,5,10,1
0,1,0,1,0,1,0,3,6,-4.99,-9.68,-19,3,4,3,6,-18.84,1.9,-20,6,10,5,10,0
1,0,1,0,1,0,1,6,3,4.99,9.68,19,3,6,3,4,18.84,-1.9,20,5,10,6,10,1
1,0,1,1,0,0,1,5,4,7.09,2.35,26,3,4,3,3,10.04,-14.49,25,4,7,5,6,0
0,1,0,0,1,1,0,4,5,-7.09,-2.35,-26,3,3,3,4,-10.04,14.49,-25,5,6,4,7,1
1,0,1,1,1,1,1,10,2,14.81,10.13,6,4,5,3,2,52.25,13.75,6,8,11,5,6,0
0,1,0,0,0,0,0,2,10,-14.81,-10.13,-6,3,2,4,5,-52.25,-13.75,-6,5,6,8,11,1
0,0,1,0,1,0,0,10,4,36.58,29.65,45,5,7,1,0,27.47,9.08,51,7,12,7,10,0
1,1,0,1,0,1,1,4,10,-36.58,-29.65,-45,1,0,5,7,-27.47,-9.08,-51,7,10,7,12,1
0,1,1,1,0,1,1,7,3,7.14,10.93,28,1,0,1,1,18.12,14.33,51,1,0,1,1,0
1,0,0,0,1,0,0,3,7,-7.14,-10.93,-28,1,1,1,0,-18.12,-14.33,-51,1,1,1,0,1
0,0,0,1,0,1,1,5,8,-8.28,-6.55,-30,2,3,2,7,-19.9,8.99,-29,4,5,4,10,0
1,1,1,0,1,0,0,8,5,8.28,6.55,30,2,7,2,3,19.9,-8.99,29,4,10,4,5,1
0,0,0,0,0,0,0,3,5,-18.14,-18.97,-21,2,2,4,4,-24.78,-23.91,-16,3,5,7,10,0
1,1,1,1,1,1,1,5,3,18.14,18.97,21,4,4,2,2,24.78,23.91,16,7,10,3,5,1
1,1,1,1,1,1,1,8,3,20.52,15.93,35,4,8,2,4,25.64,22.17,47,5,11,4,8,0
0,0,0,0,0,0,0,3,8,-20.52,-15.93,-35,2,4,4,8,-25.64,-22.17,-47,4,8,5,11,1
0,1,0,1,0,0,1,6,6,-3.16,-2.08,0,2,1,1,1,8.86,17.46,-2,8,9,3,5,0
1,0,1,0,1,1,0,6,6,3.16,2.08,0,1,1,2,1,-8.86,-17.46,2,3,5,8,9,1
0,1,0,0,0,0,0,4,7,-16.58,-22.72,-37,1,2,2,2,-31.95,-10.14,-40,4,11,3,5,0
1,0,1,1,1,1,1,7,4,16.58,22.72,37,2,2,1,2,31.95,10.14,40,3,5,4,11,1
0,0,0,0,1,1,0,7,6,-14.58,-8.36,-27,1,2,2,3,2.49,13.86,-13,9,17,8,15,0
1,1,1,1,0,0,1,6,7,14.58,8.36,27,2,3,1,2,-2.49,-13.86,13,8,15,9,17,1
1,0,0,1,0,0,0,6,6,14.04,8.2,6,6,6,4,6,11.15,8.23,-1,9,16,5,9,0
0,1,1,0,1,1,1,6,6,-14.04,-8.2,-6,4,6,6,6,-11.15,-8.23,1,5,9,9,16,1
0,0,1,1,0,1,1,9,5,12.36,17.54,35,0,0,0,0,-1.65,7.24,16,1,1,2,2,0
1,1,0,0,1,0,0,5,9,-12.36,-17.54,-35,0,0,0,0,1.65,-7.24,-16,2,2,1,1,1
0,0,0,0,0,0,0,5,12,-32.71,-26.61,-49,1,1,5,7,-74.48,-38.3,-81,2,4,10,14,0
1,1,1,1,1,1,1,12,5,32.71,26.61,49,5,7,1,1,74.48,38.3,81,10,14,2,4,1
0,0,0,0,0,0,0,4,6,-11.59,-19.3,-17,0,0,1,2,-22.34,-11.94,-5,0,0,2,3,0
1,1,1,1,1,1,1,6,4,11.59,19.3,17,1,2,0,0,22.34,11.94,5,2,3,0,0,1
0,1,1,1,1,1,1,9,2,25.08,24.16,49,3,7,1,3,51.29,28.71,44,5,9,1,3,0
1,0,0,0,0,0,0,2,9,-25.08,-24.16,-49,1,3,3,7,-51.29,-28.71,-44,1,3,5,9,1
1,0,0,1,1,1,1,3,3,13.57,6.47,0,3,6,0,0,13.71,17.63,21,5,9,2,4,0
0,1,1,0,0,0,0,3,3,-13.57,-6.47,0,0,0,3,6,-13.71,-17.63,-21,2,4,5,9,1
0,1,1,0,0,0,0,4,6,4.31,5.42,0,4,4,3,4,-7.01,-4.84,-6,6,6,6,8,0
1,0,0,1,1,1,1,6,4,-4.31,-5.42,0,3,4,4,4,7.01,4.84,6,6,8,6,6,1
1,0,1,0,1,1,1,12,3,63.84,27.65,46,7,14,1,1,92.21,49.4,72,12,25,3,4,0
0,1,0,0,0,0,0,3,12,-63.84,-27.65,-46,1,1,7,14,-92.21,-49.4,-72,3,4,12,25,1
1,1,0,1,1,1,1,11,3,22.99,15.91,21,2,6,0,0,59.98,29.72,53,6,11,1,0,0
0,0,1,0,0,0,0,3,11,-22.99,-15.91,-21,0,0,2,6,-59.98,-29.72,-53,1,0,6,11,1
0,1,1,0,1,1,1,15,3,17.89,-5.43,26,4,6,5,7,74.03,13.03,28,8,11,6,8,0
1,0,0,1,0,0,0,3,15,-17.89,5.43,-26,5,7,4,6,-74.03,-13.03,-28,6,8,8,11,1
0,1,1,1,1,1,1,6,3,-8.37,1.1,-7,1,2,2,2,17.9,14.47,8,5,13,3,4,0
1,0,0,0,0,0,0,3,6,8.37,-1.1,7,2,2,1,2,-17.9,-14.47,-8,3,4,5,13,1
0,0,0,0,0,0,0,2,6,-6.93,-9.44,-12,1,2,2,4,-18.85,-19.11,-26,3,8,5,12,0
1,1,1,1,1,1,1,6,2,6.93,9.44,12,2,4,1,2,18.85,19.11,26,5,12,3,8,1
1,1,0,1,1,1,1,8,5,25.72,9.18,42,3,2,0,0,34.4,8.92,54,5,6,3,8,0
0,0,1,0,0,0,0,5,8,-25.72,-9.18,-42,0,0,3,2,-34.4,-8.92,-54,3,8,5,6,1
1,1,1,0,1,1,1,11,6,35.12,14.28,-5,10,11,3,4,19.7,-4.62,-3,10,11,8,16,0
0,0,0,1,0,0,0,6,11,-35.12,-14.28,5,3,4,10,11,-19.7,4.62,3,8,16,10,11,1
1,1,1,1,1,1,1,10,3,21.18,8.21,23,3,5,1,2,38.21,0.91,19,5,9,3,8,0
0,0,0,0,0,0,0,3,10,-21.18,-8.21,-23,1,2,3,5,-38.21,-0.91,-19,3,8,5,9,1
1,1,1,0,1,1,1,7,3,30.49,10.5,46,5,7,1,1,46.85,8.63,65,9,12,3,2,0
0,0,0,1,0,0,0,3,7,-30.49,-10.5,-46,1,1,5,7,-46.85,-8.63,-65,3,2,9,12,1
0,1,0,0,0,0,0,6,6,-8.32,-1.85,1,4,5,6,11,-10.5,-6.4,9,6,9,9,17,0
1,0,1,1,1,1,1,6,6,8.32,1.85,-1,6,11,4,5,10.5,6.4,-9,9,17,6,9,1
0,0,1,1,1,1,0,3,4,-19.19,-6.9,7,0,0,5,6,-2.12,2.16,-16,5,13,7,7,0
1,1,0,0,0,0,1,4,3,19.19,6.9,-7,5,6,0,0,2.12,-2.16,16,7,7,5,13,1
0,1,1,1,1,1,0,4,3,-4.5,-3.92,-6,1,3,2,6,0.58,-1.25,-5,3,7,4,10,0
1,0,0,0,0,0,1,3,4,4.5,3.92,6,2,6,1,3,-0.58,1.25,5,4,10,3,7,1
0,0,1,0,0,0,0,6,6,-19.24,-11.18,4,1,1,6,11,-15.76,-2.68,24,3,3,10,15,0
1,1,0,1,1,1,1,6,6,19.24,11.18,-4,6,11,1,1,15.76,2.68,-24,10,15,3,3,1
0,1,1,1,0,1,1,4,3,-1.16,-3.19,-3,2,4,1,1,18.48,9.3,31,4,8,1,1,0
1,0,0,0,1,0,0,3,4,1.16,3.19,3,1,1,2,4,-18.48,-9.3,-31,1,1,4,8,1
1,0,1,0,0,1,0,3,4,20.04,9.89,-4,4,6,0,0,-10.51,-13.54,-34,4,6,3,6,0
0,1,0,1,1,0,1,4,3,-20.04,-9.89,4,0,0,4,6,10.51,13.54,34,3,6,4,6,1
1,0,1,1,1,1,1,6,1,30.4,15.21,28,3,3,0,0,48.19,14.92,22,3,3,0,0,0
0,1,0,0,0,0,0,1,6,-30.4,-15.21,-28,0,0,3,3,-48.19,-14.92,-22,0,0,3,3,1
1,0,1,1,1,1,1,9,0,17.89,7.91,14,2,2,1,2,47.52,26.37,37,6,6,3,5,0
0,1,0,0,0,0,0,0,9,-17.89,-7.91,-14,1,2,2,2,-47.52,-26.37,-37,3,5,6,6,1
1,1,0,1,1,0,1,7,2,21.78,15.05,21,3,5,0,0,53.37,38.79,55,6,8,2,2,0
0,0,1,0,0,1,0,2,7,-21.78,-15.05,-21,0,0,3,5,-53.37,-38.79,-55,2,2,6,8,1
0,0,0,0,0,0,0,1,2,-23.78,-12.45,-33,2,2,5,9,-18.49,4.87,-36,7,13,8,18,0
1,1,1,1,1,1,1,2,1,23.78,12.45,33,5,9,2,2,18.49,-4.87,36,8,18,7,13,1
1,0,1,1,0,0,1,4,4,10.82,4.39,13,1,2,0,0,11.89,5.45,7,2,3,0,0,0
0,1,0,0,1,1,0,4,4,-10.82,-4.39,-13,0,0,1,2,-11.89,-5.45,-7,0,0,2,3,1
0,0,1,0,1,0,0,5,3,2.36,5.27,22,0,0,2,5,9,11.61,10,4,8,5,12,0
1,1,0,1,0,1,1,3,5,-2.36,-5.27,-22,2,5,0,0,-9,-11.61,-10,5,12,4,8,1
0,0,1,0,0,0,0,4,4,-2.03,-8.15,-6,3,6,3,5,6.54,-7.74,21,3,6,3,5,0
1,1,0,1,1,1,1,4,4,2.03,8.15,6,3,5,3,6,-6.54,7.74,-21,3,5,3,6,1
0,0,1,1,1,1,1,6,2,-3.93,3.33,-16,3,2,3,4,12.69,11.52,8,3,2,4,6,0
1,1,0,0,0,0,0,2,6,3.93,-3.33,16,3,4,3,2,-12.69,-11.52,-8,4,6,3,2,1
0,0,1,0,0,0,0,5,13,-33.03,-21.87,-30,1,1,7,6,-87.07,-51.98,-65,2,3,12,17,0
1,1,0,0,1,1,1,13,5,33.03,21.87,30,7,6,1,1,87.07,51.98,65,12,17,2,3,1
1,1,0,1,0,0,0,3,9,0.26,-2.84,-16,2,2,1,1,-18.16,0.71,-20,2,2,2,2,0
0,0,1,0,1,1,1,9,3,-0.26,2.84,16,1,1,2,2,18.16,-0.71,20,2,2,2,2,1
1,0,1,1,1,1,1,5,3,-0.65,1.96,-2,1,1,1,2,0.27,-9.83,-20,2,2,3,5,0
0,1,0,0,0,0,0,3,5,0.65,-1.96,2,1,2,1,1,-0.27,9.83,20,3,5,2,2,1
1,1,1,0,1,1,1,10,6,40.77,16.27,40,7,13,2,1,62.41,12.79,53,10,15,5,3,0
0,0,0,1,0,0,0,6,10,-40.77,-16.27,-40,2,1,7,13,-62.41,-12.79,-53,5,3,10,15,1
1,0,0,0,0,0,0,2,9,-20.13,-6.7,-3,4,5,6,5,-47.55,-13.01,17,4,5,11,19,0
0,1,1,1,1,1,1,9,2,20.13,6.7,3,6,5,4,5,47.55,13.01,-17,11,19,4,5,1
1,0,1,0,0,0,0,6,14,-25.85,-10.4,-12,2,2,11,22,-42.42,-14.33,-42,4,6,14,26,0
0,1,0,0,1,1,1,14,6,25.85,10.4,12,11,22,2,2,42.42,14.33,42,14,26,4,6,1
0,0,0,0,0,1,0,4,7,6.37,-16.19,-8,5,9,2,3,-9.18,-14.1,-26,7,10,3,4,0
1,1,1,1,1,0,1,7,4,-6.37,16.19,8,2,3,5,9,9.18,14.1,26,3,4,7,10,1
0,0,1,0,1,1,0,1,4,-2.55,-1.28,-25,4,4,2,2,-6.85,-5.09,-42,5,5,2,2,0
1,1,0,1,0,0,1,4,1,2.55,1.28,25,2,2,4,4,6.85,5.09,42,2,2,5,5,1
1,0,1,1,1,1,1,8,2,5.57,4.85,9,4,6,4,7,11.92,2.64,17,4,6,5,8,0
0,1,0,0,0,0,0,2,8,-5.57,-4.85,-9,4,7,4,6,-11.92,-2.64,-17,5,8,4,6,1
1,0,0,1,1,1,1,3,4,11.44,7.33,32,1,1,1,2,18.67,7.33,29,6,13,5,10,0
0,1,1,0,0,0,0,4,3,-11.44,-7.33,-32,1,2,1,1,-18.67,-7.33,-29,5,10,6,13,1
1,1,1,0,1,1,1,5,2,8.82,1.23,-16,3,3,0,0,-4.41,-22.53,-25,3,3,2,4,0
0,0,0,1,0,0,0,2,5,-8.82,-1.23,16,0,0,3,3,4.41,22.53,25,2,4,3,3,1
0,0,0,0,0,0,0,3,7,2.43,-7.08,-9,3,6,1,2,-24.32,-16.56,-23,4,9,4,9,0
1,1,1,1,1,1,1,7,3,-2.43,7.08,9,1,2,3,6,24.32,16.56,23,4,9,4,9,1
1,0,0,0,0,0,0,2,6,-15.61,-7.45,6,1,2,4,8,-26.82,-15.39,9,1,2,5,9,0
